item_id,restaurant_id,category,price,veg_flag,popularity_score,margin_score
103,11,side,246.44,False,0.0499,0.3606
104,11,main,652.75,True,0.0005,0.2055
105,11,beverage,189.1,False,0.0061,0.4641
106,12,beverage,67.77,True,0.02,0.5987
107,12,beverage,33.96,True,0.0243,0.4132
108,12,main,107.19,False,0.1351,0.38
109,12,main,115.75,True,0.0451,0.1548
110,12,main,83.38,True,0.0121,0.1516
111,12,main,152.38,False,0.0006,0.2683
112,12,main,145.72,True,0.0348,0.1548
113,12,dessert,80.98,True,0.1269,0.5174
114,12,side,71.61,False,0.0016,0.3519
115,12,main,153.1,False,0.0015,0.2404
116,12,main,96.76,True,0.085,0.3219
117,12,beverage,51.22,False,0.1415,0.4333
118,13,beverage,134.64,False,0.0279,0.5113
119,13,beverage,136.37,False,0.0212,0.6403
120,13,beverage,135.84,False,0.0195,0.7262
121,13,main,317.42,False,0.0713,0.2353
122,13,beverage,110.83,True,0.0059,0.4117
123,13,main,155.16,False,0.0307,0.3338
124,13,dessert,105.43,True,0.234,0.3824
125,13,main,266.46,False,0.185,0.1719
126,14,beverage,53.94,False,0.0293,0.6119
127,14,dessert,86.71,True,0.0333,0.4812
128,14,main,88.54,False,0.0138,0.2718
129,14,side,73.54,False,0.071,0.4552
130,14,main,94.85,False,0.0955,0.5102
131,14,side,56.96,True,0.0006,0.22
132,14,main,84.6,True,0.0232,0.1682
133,14,main,130.99,False,0.0073,0.1648
134,14,beverage,63.24,False,0.001,0.7378
135,14,main,167.52,False,0.4591,0.2376
136,15,dessert,233.56,True,0.0204,0.6326
137,15,main,273.48,False,0.1553,0.2489
138,15,main,154.04,True,0.0563,0.1727
139,15,main,302.65,False,0.054,0.2509
140,15,main,330.55,True,0.1346,0.1513
141,16,beverage,70.13,False,0.3551,0.6705
142,16,main,273.67,False,0.0057,0.3367
143,16,main,188.74,True,0.006,0.0867
144,16,main,281.99,False,0.0293,0.2312
145,16,main,304.17,True,0.4821,0.2193
146,16,main,276.24,True,0.0667,0.2702
147,16,dessert,190.8,False,0.3887,0.4212
148,16,main,312.95,False,0.0167,0.3394
149,16,dessert,224.99,False,0.004,0.387
150,16,main,223.73,True,0.0256,0.1228
151,16,main,272.85,True,0.0283,0.2552
152,16,beverage,107.36,True,0.0464,0.5696
153,17,side,100.06,False,0.0007,0.2984
154,17,side,199.81,False,0.0556,0.343
155,17,side,196.46,False,0.2325,0.4515
156,17,dessert,196.75,False,0.2172,0.4994
157,17,beverage,104.17,True,0.0515,0.4524
158,17,dessert,101.93,False,0.0338,0.3832
159,17,main,201.19,False,0.0163,0.2707
160,17,main,293.96,False,0.0883,0.1506
161,17,main,297.42,False,0.1126,0.2656
162,17,main,299.33,True,0.0024,0.2799
163,18,beverage,39.87,True,0.0527,0.6323
164,18,beverage,49.6,True,0.0167,0.5648
165,18,main,121.86,False,0.0094,0.2114
166,18,dessert,68.1,False,0.0235,0.5801
167,18,main,135.17,True,0.0,0.1825
168,18,beverage,79.73,False,0.0265,0.532
169,18,dessert,84.92,False,0.0626,0.5432
170,18,side,98.93,True,0.0158,0.353
171,18,beverage,39.46,False,0.0861,0.602
172,18,main,147.07,True,0.1112,0.1114
173,18,dessert,53.52,False,0.0108,0.7281
174,18,dessert,109.83,True,0.0355,0.4907
175,18,main,135.77,False,0.0344,0.1985
176,19,main,380.05,False,0.0462,0.277
177,19,beverage,178.56,True,0.0171,0.5931
178,19,main,501.23,False,0.114,0.222
179,19,dessert,371.51,True,0.0352,0.4247
180,19,beverage,170.57,True,0.0285,0.5946
181,19,main,484.29,True,1.0,0.3795
182,19,main,624.18,True,0.0634,0.1737
183,19,beverage,245.24,False,0.4925,0.6434
184,20,dessert,112.28,False,0.0014,0.3747
185,20,beverage,32.28,True,0.0209,0.4971
186,20,main,167.13,True,0.0155,0.2718
187,20,beverage,76.68,False,0.0305,0.6665
188,20,side,44.54,True,0.0876,0.2773
189,20,dessert,62.76,False,0.0897,0.5197
190,21,side,196.47,True,0.0126,0.353
191,21,side,97.3,True,0.0065,0.2509
192,21,dessert,129.37,True,0.0075,0.6786
193,21,dessert,246.53,True,0.0585,0.6622
194,21,main,224.62,True,0.0484,0.1346
195,21,side,152.61,True,0.281,0.3078
196,22,main,343.31,True,0.0107,0.3525
197,22,beverage,143.77,True,0.0422,0.5246
198,22,main,250.55,True,0.0074,0.461
199,22,main,275.17,False,0.1535,0.1707
200,22,side,187.84,False,0.0041,0.3
201,22,side,109.93,True,0.0088,0.3508
202,22,beverage,103.09,True,0.2374,0.5625
203,22,main,163.97,False,0.0139,0.3069
204,22,main,174.78,True,0.0996,0.2328
205,23,main,329.19,True,0.0171,0.1334
206,23,dessert,454.24,True,0.0605,0.6455
207,23,beverage,177.07,True,0.0922,0.6785
208,23,main,482.17,False,0.0129,0.4598
209,23,beverage,235.08,True,0.0267,0.4765
210,23,beverage,287.97,True,0.0868,0.5542
211,23,beverage,152.38,True,0.063,0.5998
212,23,beverage,226.15,False,0.1366,0.4536
213,23,main,674.05,False,0.0167,0.292
214,23,main,419.65,False,0.0338,0.3056
215,23,main,641.31,False,0.4899,0.0837
216,23,main,524.16,False,0.0381,0.2693
217,24,main,264.17,True,0.3871,0.1019
218,24,side,144.46,False,0.1426,0.3819
219,24,main,287.11,True,0.1631,0.156
220,24,beverage,118.5,False,0.0137,0.5096
221,24,main,170.14,False,0.0361,0.1168
222,24,main,277.52,True,0.4103,0.2047
223,24,beverage,149.63,True,1.0,0.3641
224,24,beverage,84.96,True,0.1137,0.5886
225,25,side,102.34,False,0.0107,0.4443
226,25,beverage,111.88,False,1.0,0.4526
227,25,main,250.36,False,0.0684,0.1696
228,25,dessert,215.85,False,0.2589,0.4011
229,25,side,96.26,False,0.1512,0.4048
230,26,dessert,377.5,True,0.0004,0.6225
231,26,main,448.9,True,0.0992,0.3413
232,26,main,361.88,False,0.0018,0.2892
233,26,main,355.83,True,0.0099,0.3129
234,26,main,480.03,True,0.0338,0.2472
235,27,main,89.53,True,0.0342,0.2907
236,27,dessert,67.08,True,0.1516,0.6385
237,27,main,108.24,False,0.0454,0.368
238,27,main,121.37,True,0.0382,0.2994
239,27,main,127.05,True,0.0072,0.3166
240,27,main,87.67,True,0.006,0.2443
241,27,main,91.34,False,0.0109,0.2366
242,28,main,193.42,True,0.0085,0.4075
243,28,side,106.63,False,0.1676,0.2964
244,28,beverage,133.55,False,0.0598,0.6567
245,29,beverage,102.79,True,0.177,0.5471
246,29,main,307.36,False,0.0882,0.2317
247,29,main,289.25,False,0.0618,0.2589
248,29,dessert,184.88,True,0.032,0.4451
249,29,main,301.06,False,0.1226,0.2965
250,29,side,83.8,False,0.0295,0.4028
251,29,side,159.43,False,0.0232,0.4661
252,29,main,296.42,False,0.0845,0.3352
253,30,main,95.46,True,0.0556,0.3089
254,30,main,90.16,False,0.0013,0.3301
255,30,main,171.83,True,0.0598,0.2241
256,31,dessert,444.9,True,0.0137,0.4545
257,31,main,699.33,True,0.0028,0.0795
258,31,main,337.46,True,0.0209,0.2704
259,32,main,439.02,False,0.0523,0.3758
260,32,main,524.35,False,0.0399,0.1838
261,32,main,462.02,False,0.0023,0.2184
262,32,main,337.45,True,0.0581,0.1946
263,32,main,525.33,False,0.0328,0.3364
264,32,main,370.82,True,0.028,0.254
265,32,main,423.82,True,0.0716,0.2911
266,32,beverage,254.79,False,0.0074,0.6033
267,32,beverage,295.86,False,0.0193,0.4104
268,33,side,136.31,True,0.0187,0.4227
269,33,beverage,149.77,True,0.2265,0.6197
270,33,side,137.33,True,0.0078,0.3114
271,33,beverage,101.24,False,0.2594,0.5292
272,33,dessert,148.01,False,0.0165,0.4222
273,33,beverage,139.26,False,0.0618,0.6248
274,33,beverage,75.35,False,0.0479,0.7376
275,33,side,172.78,True,0.0096,0.3276
276,33,main,183.88,True,0.2444,0.2389
277,33,main,185.44,True,0.0071,0.2682
278,33,main,222.66,True,0.6444,0.2276
279,33,beverage,94.09,False,0.0633,0.4634
280,34,main,167.16,True,0.3864,0.241
281,34,beverage,42.52,True,0.0453,0.506
282,34,beverage,31.1,True,0.0601,0.7061
283,35,main,303.79,True,0.0704,0.2586
284,35,beverage,90.73,True,0.0512,0.6415
285,35,beverage,105.92,True,0.4356,0.476
286,36,side,55.12,True,0.0401,0.3824
287,36,dessert,61.68,True,0.0177,0.5838
288,36,beverage,35.08,True,0.0156,0.7486
289,37,dessert,116.43,False,0.0096,0.6174
290,37,side,95.84,True,0.1922,0.3917
291,37,main,128.52,False,0.0346,0.2698
292,37,side,43.9,False,0.0111,0.3876
293,37,side,59.45,True,0.0263,0.3197
294,38,main,641.98,True,0.021,0.4062
295,38,side,196.49,True,0.0173,0.4193
296,38,dessert,452.39,True,0.1235,0.5503
297,38,beverage,238.15,False,0.0016,0.5534
298,38,main,617.31,False,0.1364,0.191
299,38,side,197.08,True,0.2224,0.4058
300,38,beverage,259.9,False,0.7886,0.5147
301,38,beverage,208.15,True,0.0807,0.663
302,38,beverage,138.5,True,0.0216,0.4393
303,38,side,210.64,True,0.1208,0.4222
304,39,beverage,46.59,True,0.0767,0.6031
305,39,main,155.26,True,0.3132,0.3491
306,39,main,88.98,False,0.0174,0.4394
307,39,beverage,30.94,True,0.0777,0.563
308,39,main,86.8,False,0.01,0.2299
309,39,main,146.96,True,0.214,0.1646
310,39,dessert,119.15,True,0.1121,0.4819
311,40,side,95.22,False,0.1053,0.2793
312,40,side,69.46,False,0.0125,0.3123
313,40,beverage,64.33,True,0.0214,0.5248
314,40,main,163.09,True,0.0155,0.1971
315,40,main,179.79,True,0.037,0.1119
316,40,beverage,74.98,True,0.0271,0.5444
317,40,main,161.25,False,0.0411,0.1731
318,40,main,165.33,False,0.4203,0.3375
319,40,beverage,49.91,False,0.0088,0.4009
320,41,side,136.17,False,0.0108,0.4136
321,41,main,328.92,True,0.0053,0.3177
322,41,main,323.96,False,0.0339,0.3315
323,41,dessert,171.1,True,0.0503,0.574
324,41,side,160.76,False,0.4089,0.3732
325,41,main,292.69,False,0.1596,0.2059
326,41,main,246.56,False,0.0161,0.1911
327,41,main,328.72,True,0.0105,0.2004
328,41,side,96.87,True,0.0465,0.3022
329,41,beverage,62.01,True,0.0027,0.6954
330,41,dessert,177.26,True,0.1298,0.4801
331,41,main,346.71,False,0.1611,0.3091
332,42,side,68.28,False,0.0087,0.3266
333,42,dessert,93.84,True,0.7363,0.2612
334,42,beverage,63.99,True,0.0088,0.487
335,42,main,171.54,False,0.0187,0.2901
336,42,main,136.53,True,0.1795,0.3085
337,42,beverage,50.45,True,0.007,0.5115
338,42,beverage,77.46,True,0.0637,0.374
339,42,main,160.31,False,0.0219,0.1924
340,43,side,41.03,True,0.1208,0.4015
341,43,main,170.89,False,0.0077,0.2909
342,43,main,175.44,False,0.0117,0.338
343,43,side,97.31,False,0.0609,0.3486
344,43,dessert,94.08,False,0.0311,0.365
345,43,side,64.73,False,0.1718,0.3328
346,43,beverage,48.18,True,0.4487,0.5916
347,43,dessert,77.49,False,0.0223,0.3504
348,44,side,155.05,True,0.0271,0.3133
349,44,dessert,116.33,False,0.4796,0.5266
350,44,side,147.86,True,0.0451,0.3708
351,44,beverage,98.77,False,0.0284,0.582
352,44,main,198.48,False,0.1917,0.1725
353,44,main,338.63,False,0.0032,0.2837
354,44,main,348.3,False,0.0594,0.2955
355,44,side,108.03,False,0.0179,0.3429
356,44,side,175.8,False,0.0021,0.322
357,44,side,136.45,False,0.0112,0.4077
358,44,beverage,78.8,False,0.0079,0.7255
359,44,main,172.09,False,0.0351,0.3631
360,45,dessert,56.8,True,0.0293,0.5429
361,45,side,82.06,False,0.231,0.2322
362,45,main,154.48,False,0.0813,0.3328
363,45,side,90.71,True,0.0002,0.3016
364,45,beverage,33.72,False,0.0156,0.5831
365,45,dessert,107.83,False,0.3507,0.4532
366,46,side,95.3,False,0.1672,0.3333
367,46,main,171.85,True,0.0253,0.2344
368,46,side,79.44,True,0.0178,0.401
369,47,main,178.91,True,0.1831,0.3429
370,47,beverage,103.41,False,0.0705,0.5557
371,47,dessert,132.3,True,0.0507,0.5141
372,48,side,165.45,True,0.0301,0.4241
373,48,side,97.86,False,0.0376,0.3743
374,48,side,154.78,True,0.0539,0.2712
375,48,dessert,130.33,True,0.0791,0.5185
376,48,side,110.27,True,0.0928,0.4305
377,48,dessert,205.06,True,0.1625,0.5041
378,48,beverage,77.64,False,0.0073,0.4201
379,48,dessert,202.02,False,0.0273,0.5623
380,48,dessert,139.34,True,0.046,0.5687
381,48,main,319.45,False,0.1169,0.2878
382,49,main,160.69,False,0.1329,0.2943
383,49,main,178.69,False,0.0525,0.2762
384,49,beverage,48.33,False,0.0232,0.5528
385,49,dessert,110.49,False,0.0333,0.3992
386,49,beverage,42.43,False,0.0054,0.5513
387,49,main,131.16,False,0.2313,0.1504
388,49,dessert,93.69,True,0.013,0.6518
389,49,dessert,84.26,True,0.1425,0.5063
390,49,side,79.66,False,0.164,0.2748
391,49,main,147.24,True,0.0508,0.2427
392,50,beverage,77.11,True,0.1775,0.5115
393,50,dessert,72.77,False,0.2162,0.398
394,50,side,42.85,True,0.0289,0.402
395,50,main,126.45,True,0.0553,0.1573
396,50,side,74.33,False,0.0013,0.2449
397,51,side,42.61,True,0.0768,0.3739
398,51,main,176.49,True,0.0167,0.2469
399,51,main,142.51,True,0.0147,0.2667
400,51,main,87.58,True,0.0878,0.3071
401,51,main,80.97,True,0.0015,0.2695
402,51,beverage,69.22,True,0.1619,0.4972
403,51,main,120.58,True,0.0401,0.359
404,51,main,107.14,True,0.0278,0.2229
405,51,main,85.63,True,0.2617,0.2785
406,52,beverage,64.78,True,0.0719,0.5393
407,52,side,119.05,True,0.2019,0.3984
408,52,main,239.51,False,0.1273,0.2367
409,52,beverage,142.1,False,0.0198,0.452
410,52,side,112.07,False,0.0922,0.4759
411,52,side,82.68,False,0.3491,0.3377
412,52,main,251.25,True,0.0115,0.2264
413,52,main,245.98,False,0.0292,0.1824
414,52,main,297.04,True,0.015,0.1804
415,52,main,223.75,True,0.0494,0.2261
416,52,beverage,79.56,False,0.0022,0.6502
417,52,main,226.6,False,0.0291,0.3337
418,53,beverage,43.34,False,0.0072,0.5388
419,53,main,83.24,False,0.3327,0.2046
420,53,dessert,70.27,True,0.0516,0.6818
421,53,main,121.28,True,0.0205,0.2918
422,53,dessert,100.61,True,0.0766,0.6522
423,53,main,95.3,True,0.0585,0.3248
424,53,beverage,52.01,True,0.8575,0.5527
425,53,side,84.06,True,0.1779,0.402
426,53,main,107.92,True,0.0156,0.1951
427,53,main,173.28,True,0.0648,0.4102
428,54,beverage,37.45,True,0.1503,0.5551
429,54,dessert,98.79,False,0.0442,0.395
430,54,beverage,53.3,False,1.0,0.6245
431,54,main,148.64,True,0.0731,0.247
432,54,main,139.67,True,0.1158,0.3023
433,55,dessert,108.24,True,0.0314,0.5138
434,55,main,102.19,True,0.0335,0.1798
435,55,main,118.18,True,0.0596,0.2192
436,55,main,177.36,False,0.0184,0.2676
437,55,dessert,81.31,True,0.0084,0.4905
438,55,beverage,50.11,False,0.0543,0.6006
439,55,beverage,38.29,True,0.0132,0.5276
440,56,main,89.56,True,0.2949,0.2704
441,56,main,95.51,True,0.0491,0.2437
442,56,beverage,58.75,False,0.1196,0.5864
443,56,main,143.22,True,0.141,0.3986
444,56,side,73.41,False,0.0433,0.3892
445,56,side,73.25,False,0.0336,0.2931
446,56,main,172.68,True,0.0163,0.2214
447,56,side,48.5,False,0.1666,0.3647
448,57,main,110.34,True,0.0624,0.1688
449,57,beverage,63.28,True,0.0244,0.6319
450,57,beverage,59.69,False,0.0192,0.5621
451,58,dessert,54.99,True,0.0139,0.5062
452,58,side,95.36,False,0.1062,0.3753
453,58,beverage,36.19,False,0.0174,0.5981
454,58,beverage,44.37,True,0.1521,0.5565
455,58,side,85.36,False,0.0488,0.2921
456,58,beverage,44.55,True,0.1455,0.5665
457,58,main,84.21,True,0.0302,0.1676
458,58,side,54.35,False,0.1433,0.2948
459,58,main,135.19,False,0.0081,0.05
460,58,side,98.45,False,0.0374,0.2439
461,59,side,169.39,False,0.064,0.2993
462,59,main,335.68,False,0.0859,0.2595
463,59,main,300.96,False,0.0219,0.3584
464,60,beverage,151.37,False,0.0124,0.4271
465,60,side,248.5,False,0.0692,0.3851
466,60,beverage,264.43,True,0.0257,0.4338
467,60,beverage,187.89,False,0.0024,0.4341
468,60,main,328.52,False,0.2751,0.3596
469,60,main,617.58,True,0.1152,0.2953
470,60,main,654.68,False,0.0868,0.3578
471,60,main,693.21,True,0.1986,0.3329
472,60,main,599.46,False,0.2518,0.1294
473,60,main,416.54,True,0.0586,0.287
474,60,main,517.82,True,0.2444,0.2952
475,61,main,152.64,True,0.052,0.1942
476,61,beverage,62.66,True,0.1216,0.5582
477,61,beverage,70.23,False,0.0019,0.6202
478,61,beverage,41.76,False,0.0201,0.6626
479,61,beverage,59.54,False,0.0008,0.5812
480,61,main,171.46,True,0.0637,0.2212
481,61,dessert,53.67,False,0.1688,0.4809
482,61,main,121.56,True,0.0053,0.2683
483,61,main,83.81,True,0.1113,0.1276
484,61,main,95.23,False,0.0272,0.2631
485,61,dessert,82.09,False,0.2459,0.431
486,61,beverage,30.12,True,0.0859,0.5858
487,62,main,315.81,True,0.0231,0.1592
488,62,main,259.74,False,0.1371,0.2157
489,62,main,299.5,True,0.0414,0.1987
490,62,main,249.18,False,0.0244,0.0798
491,62,main,168.31,False,0.1224,0.2043
492,62,side,144.35,False,0.2857,0.365
493,63,main,268.46,True,0.0582,0.2628
494,63,main,309.44,False,0.0259,0.2009
495,63,main,267.44,False,0.0085,0.156
496,63,side,86.66,True,0.0257,0.3602
497,63,main,253.74,False,0.045,0.153
498,63,beverage,148.94,False,0.3457,0.5147
499,64,main,448.23,False,0.2503,0.1452
500,64,main,622.04,False,0.0092,0.2387
501,64,main,529.89,False,0.0781,0.3802
502,65,main,94.33,True,0.0149,0.2043
503,65,side,67.91,False,0.3202,0.4078
504,65,main,168.7,False,0.0039,0.1928
505,65,beverage,53.37,True,0.0584,0.6142
506,65,main,109.99,True,0.0324,0.2697
507,65,main,100.36,False,0.0357,0.2933
508,65,beverage,57.2,False,0.0023,0.6348
509,65,main,136.96,True,0.0749,0.1678
510,66,beverage,179.58,False,0.0043,0.5373
511,66,main,533.52,False,0.0828,0.192
512,66,dessert,405.61,True,0.0129,0.5337
513,66,main,652.05,False,0.0088,0.3066
514,66,beverage,248.91,True,0.0475,0.4785
515,66,side,237.64,True,0.0822,0.3526
516,67,beverage,61.49,True,0.0111,0.498
517,67,beverage,35.33,False,0.0408,0.3931
518,67,beverage,74.59,True,0.0673,0.5248
519,68,beverage,125.09,False,0.0622,0.6101
520,68,main,294.53,False,0.0368,0.1563
521,68,beverage,107.31,True,0.0131,0.359
522,68,beverage,103.39,False,0.216,0.5382
523,68,main,214.65,True,0.1257,0.1914
524,69,side,87.67,True,0.1329,0.3058
525,69,dessert,156.0,False,0.0796,0.4158
526,69,dessert,218.33,False,0.2541,0.6208
527,69,beverage,67.55,False,0.0128,0.5067
528,69,main,269.03,True,0.0536,0.3199
529,69,main,198.27,True,0.023,0.28
530,69,beverage,62.2,True,0.0099,0.5418
531,69,main,252.73,False,0.0351,0.3395
532,70,main,117.55,False,0.2134,0.2735
533,70,side,67.5,False,0.0107,0.2997
534,70,side,71.47,False,0.0148,0.2236
535,70,beverage,64.2,True,0.0123,0.3576
536,70,main,80.63,True,0.2859,0.3869
537,70,main,160.13,True,0.156,0.3268
538,70,main,93.62,True,0.0512,0.2791
539,70,beverage,51.2,False,0.0036,0.5664
540,71,main,620.88,True,0.0023,0.1969
541,71,main,357.48,False,0.033,0.2571
542,71,dessert,479.51,False,0.0437,0.4757
543,72,dessert,75.71,False,0.0006,0.5101
544,72,dessert,117.28,False,0.0034,0.454
545,72,main,108.59,False,0.0042,0.05
546,72,side,75.75,False,0.0329,0.4698
547,72,main,149.05,True,0.4946,0.1935
548,72,main,149.13,False,0.055,0.2743
549,72,main,92.11,False,0.0002,0.2228
550,72,main,86.96,True,0.0358,0.1704
551,73,main,157.79,False,0.0037,0.1017
552,73,beverage,56.79,True,0.0061,0.4083
553,73,side,60.08,False,0.0512,0.4416
554,73,main,94.4,True,0.0195,0.2611
555,73,main,102.39,False,0.0231,0.1623
556,73,beverage,79.83,False,0.0635,0.4241
557,73,side,80.35,False,0.0892,0.2799
558,73,dessert,87.44,True,0.0121,0.4002
559,74,main,280.03,True,0.0207,0.2983
560,74,main,152.84,False,0.0187,0.2583
561,74,beverage,125.35,True,0.4523,0.5546
562,74,main,319.78,False,0.044,0.2896
563,74,main,266.09,False,0.016,0.3498
564,74,main,288.49,False,0.2,0.1569
565,74,dessert,171.18,False,0.0903,0.3966
566,74,beverage,99.69,False,0.9931,0.6005
567,75,side,83.48,True,0.1431,0.3403
568,75,main,97.51,True,0.0895,0.3819
569,75,side,81.59,True,0.0084,0.3022
570,75,main,165.7,True,0.1082,0.3143
571,75,main,139.55,True,0.1855,0.2216
572,75,main,156.48,True,0.0123,0.2244
573,75,main,95.71,False,0.0889,0.1614
574,75,main,124.99,True,0.1751,0.379
575,76,main,287.05,True,0.1719,0.1771
576,76,beverage,92.12,False,0.0699,0.4313
577,76,beverage,124.15,True,0.4484,0.4941
578,76,side,96.2,True,0.0049,0.266
579,76,main,190.06,True,0.0843,0.2781
580,76,beverage,123.37,True,0.0685,0.4512
581,77,beverage,240.67,False,0.0135,0.558
582,77,dessert,323.27,False,0.0279,0.6287
583,77,main,589.12,False,0.0004,0.2956
584,77,side,212.75,False,0.012,0.3887
585,77,main,518.73,False,0.0461,0.2437
586,77,main,531.76,False,0.0379,0.3027
587,77,beverage,185.6,False,0.0385,0.6554
588,77,side,329.66,False,0.9428,0.1781
589,77,side,160.95,True,0.0405,0.2496
590,77,side,301.53,False,0.0414,0.3845
591,77,main,586.1,False,0.0295,0.3553
592,77,side,264.57,True,0.0498,0.4298
593,78,beverage,67.76,True,0.0281,0.6901
594,78,main,268.95,True,0.0193,0.2763
595,78,dessert,177.08,True,0.0384,0.5051
596,78,main,195.89,False,0.0133,0.3395
597,78,main,171.67,False,0.1055,0.3157
598,78,main,278.19,False,0.05,0.3391
599,78,dessert,167.09,True,0.0108,0.3457
600,78,dessert,246.61,False,0.0417,0.4541
601,78,beverage,91.23,True,0.0139,0.5492
602,78,main,260.16,False,0.0661,0.21
603,78,main,316.73,False,0.1386,0.3662
604,78,main,256.81,True,0.0118,0.1636
605,79,main,86.12,False,0.0069,0.3743
606,79,beverage,69.84,False,0.0003,0.4187
607,79,main,91.78,True,0.0451,0.19
608,79,side,74.62,False,0.0022,0.3446
609,79,main,158.34,True,0.2951,0.3305
610,79,side,99.49,False,0.0003,0.2808
611,79,side,83.35,True,0.0089,0.2276
612,79,main,119.47,True,0.0439,0.2521
613,79,main,108.46,False,0.0727,0.2323
614,79,main,148.75,True,0.0272,0.2646
615,80,beverage,160.2,True,0.1015,0.4985
616,80,main,479.34,True,0.0303,0.1725
617,80,side,392.21,False,0.0071,0.3146
618,80,dessert,314.59,True,0.1159,0.4562
